reviewId,app_name,score,at,quote,rq
745377c9-7436-49ca-b186-4a44cc9eea3a,Athan: Prayer Times & Al Quran,5,2026-08-03 09:19:28,"Assalamu Alaikum! Great app, I have two requests: ​Could you trigger the Athan as an incoming call instead of a notification? Standard notifications get blocked or interrupted by other alerts. ​Please add separate options for Sunnah prayers (like Fajr/Subh and Isha/Shafa'a/Witr) to better track and encourage these extra acts of worship. ​Jazakallah khair!",rq6
cbe15824-af47-4ff7-bd09-78c443a5a027,Athan: Prayer Times & Al Quran,5,2026-07-30 06:06:57,"Edit 30/7/2026 Love your work Athan team, still using your app and enjoying its function. Requesting to add dua Khatem to the list of dua available. Thanks Edit 19/10/2024 Can you add a little '?' section next to the important punctuation commands such as sajdah mandatory. The button can open to explain the necessary command.",rq6
8a813882-2e5c-4939-8d08-26607076bda3,Athan: Prayer Times & Al Quran,5,2026-06-01 03:38:11,I'm inlove with this app have learn alot about my deen it has really help me out Alhamdulilah.. Now have memorize alot of duas becoz of this app the best app ever have been using since 2024 and am loving it,rq6
7593a088-fa44-47bd-90f6-f0dac0a1430e,Athan: Prayer Times & Al Quran,4,2026-05-28 04:43:29,"Good app; but... Can't stop playing Athan. App's widget only shows prayer timings. If widget can also show Location, and Islamic and Gregorian dates then that would be great. Also, widget's fonts are small and hard to read. Plus, colour theme is not good. App's interface is very cluttered and confusing. There is no option available to adjust Sunrise or Qiyaam times, but prayer times can be adjusted. Finally, too many ads, especially fullscreen ones.",rq6
9d32cb99-85e4-4be0-be2e-ca1cd5c0a243,Athan: Prayer Times & Al Quran,5,2026-04-07 22:39:15,"Best app for salat reminder, dua, dhikir and reciting quraan. Plus many functionalities such as qibra identification.",rq6
24a95c91-61eb-44b8-896a-c0c6709d5bda,Athan: Prayer Times & Al Quran,2,2026-03-23 16:49:53,"The dhikr doesn't have English translations,but the duas do,which makes no sense.We should know what we are saying.I complained several times about no translation. it hasnt been fixed. If we haven't been using the app&decide to keep track& want to fill in for the past, we can't do it for more days than what is shown. If I read surah al khaf on Friday but want to add it after friday, I can't. If I had menses I can't put it in for the past. this has good potential, but its lacking important things",rq6
98c5c4c5-b5e9-462c-9b3c-4425a66abe66,Athan: Prayer Times & Al Quran,5,2026-03-21 00:49:40,"Best App for every Muslim brothers and sisters. they're not like any other app, they don't force their users to pay for extra features. This app has nearly everything a muslim needs which is so astonishing. Love this app and may Allah swt grant jannah to the developers of this app, Ameen.",rq6
99bec69c-9c27-427c-96d0-1eac8e7a860e,Athan: Prayer Times & Al Quran,5,2026-03-07 22:29:58,"I purchased to have ads removed and it has made my experience much more enjoyable! As a revert, I love being able to check-off my daily prayers, or switch to menstrual mode. Athan is like my toolbox.",rq6
2097b0eb-5a42-4f5b-89e7-d506233e963f,Athan: Prayer Times & Al Quran,4,2026-03-03 15:25:48,"While the app includes dhikr and duas, I personally wish there were a lot more dhikrs and supplications available. It would be great if the app expanded the list to include additional morning and evening athkar, more varied tasbih sequences, and perhaps thematic dhikr collections throughout Ramadan. One challenge I’ve noticed is that the font for the dhikr and Qur’an sections feels a bit small, I wish there was a way to make the font bigger and easier to see.",rq6
efa776ae-9834-4166-bf62-98bdfb071ef0,Athan: Prayer Times & Al Quran,5,2026-02-23 07:08:43,"This app is truly amazing for tracking prayers and maintaining daily dhikr. It’s simple, helpful, and very well designed. I only have one humble suggestion: please consider adding an “Add New Dhikr” option so users can include their personal supplications as well. That feature would make the app even more beneficial.",rq6
25275580-ee0b-467d-a38e-a44ac85e5b74,Athan: Prayer Times & Al Quran,4,2026-02-20 06:57:59,"Assalam O Alikum Could you plz add Allah's Names in ""Duas Section"". I'll really appreciate that. Bcuz when I'm offline or have no internet connection. Allah Names doesn't show. Many thanks in advance.",rq6
b8791f33-917a-4b1f-b291-0cf9999ff770,Athan: Prayer Times & Al Quran,5,2026-02-19 06:29:37,Best app for tracking namaz and quran recitation. 10/10 would recommend.,rq6
4f5dcb3a-9248-49f6-9ade-a78156749f6c,Athan: Prayer Times & Al Quran,5,2026-01-30 03:55:48,"Overall the app is excellent, but my only request to the developers is to make the widget size editable and not keep it at a fixed 4x3 size. If you could address this, it would be great. I'd like to adjust it 4x1, so it takes up less space on my home screen.",rq6
9b40556d-08b7-4f22-8e38-93ce75ce5451,Athan: Prayer Times & Al Quran,5,2026-01-17 17:54:01,Could you please include the zawal time in addition to sunrise and other times.,rq6
6ea30165-4c0a-4549-bad4-a6189622def6,Athan: Prayer Times & Al Quran,5,2026-01-12 10:58:04,This is my go to athan app. very reliable. please make it compatible with Samsung watch 7. I still get my alerts but would love to be able to able to view the app on my watch.,rq6
