reviewId,app_name,score,at,quote,rq
9b77c790-bbd7-47fd-b52b-fe77a3fd72b3,Athan: Prayer Times & Al Quran,3,2025-09-02 09:35:29,it's a convenient app to have while traveling. But it's unacceptable that whenever I want to check prayer times I have to see a pornographic ad or be surprised with a loud video ad. I uninstalled it because I have less annoying options. they need to figure out how to make the ad feature more appropriate.,rq3
5d694762-ebb4-492b-a345-24bf81f3a140,Athan: Prayer Times & Al Quran,2,2025-07-12 23:38:02,"I always used this app ever since my teenage years abd it has been helpful when traveling the only problem is when i moved to android it sends me really delayed notifications (hours late) and its really been bothering me since when i charge my phone it sends a salah notification and when i open the app, when the apps closed it doesn't send me anything most of the time, sometimes it sends a salah notification but its never on time.",rq3
f952242e-bb15-4197-9fda-beb05118f858,Athan: Prayer Times & Al Quran,4,2024-04-10 08:55:38,"The only thing that I don't like about this app is it doesn't seem to automatically change your location when traveling until you physically refresh the prayer times page. Unfortunately today I accidentally broke my fast 1 minute early b/c the location was still set to an area almost 1 hour away, pls fix this inshaAllah.",rq3
296853b8-0ef8-4269-a367-06642d2c60c6,Athan: Prayer Times & Al Quran,2,2021-01-09 10:55:58,"Sorry hv to change 5 star to 2 star. Since the app update we must buy premium access just for put Athan widget at device home, I used it for a long time because this is the only one Athan app which is give accurate prayers time and so very well help me when I'm traveling, so disappointed now i must removed it because it didn't give me benefits again for remainder prayers time, so... too bad I'm disappointed.",rq3
3d5a866e-d1fd-492b-80f1-160416068e82,Athan: Prayer Times & Al Quran,4,2016-06-24 08:24:52,"When travelling, I cannot change the location. This is a major inconvenience.",rq3
24f863bd-44b3-4e30-9a15-04eb828b745b,Athan: Prayer Times & Al Quran,3,2016-02-17 20:04:08,"the ""Log a prayer"" feature for missing prayers is NOT working. It is really motivating to log in your missed prayers but since a week the app cannot mark in your missed prayers if you make them up. The ""qibla direction finder"" feature helped me in prayers while traveling.",rq3
70fea492-74d9-430e-a805-d053a0af25e3,Muslim Pro: Quran Athan Prayer,1,2024-11-19 23:56:33,Why in this app recently sexual ads (including same gender) are showing.Before it was not there.This app is very helpful and good.I use this app when I'm traveling.Also I suggested this app to many of my friends.now so many bad ads are showing.Can you please stop showing such ads then inshallah I will surely give you five star rating and very good review.(Ads of this app is having adult content :- Dramabox-stream drama shorts),rq3
f539d696-75df-4953-abf4-41641236c622,Muslim Pro: Quran Athan Prayer,1,2024-06-12 23:00:38,"1. why does the app keep changing my coice of notification? 2. the background color of the adzan screen makes the text unreadable. 3. thre's no option to turn-off Dzuhur notification on Friday. it's Friday, men should have been sitting in Masjids. hence, no need for adzan alerts. otherwise, it's only making noise. 4. there's no option to save city selections in advance as favorites. this is useful for traveling where internet might not be available or very expensive when traveling.",rq3
2859521c-0b22-41e9-b3f5-187f63cee4da,Muslim Pro: Quran Athan Prayer,1,2024-02-29 14:23:42,"Sorry to say I have had this app for years. Since all the updates and changes this is the worst it has been in years. Back to back updates does not make things work any better. More than twice I started doing the 30 day check in, daily salat and reading Quran. It said I missed a check in and deleted all my check in info. So I stopped doing all check in's. In the past I have in paid to not have ads while traveling. Since $ to much I stopped. I loved app in the past. But on the verge of deleting",rq3
e5d774d9-a014-4abc-813b-59675593fc80,Muslim Pro: Quran Athan Prayer,1,2022-08-17 04:46:21,"I don't like the new version with Qalbox. It's useless. Plus, I can't used this apps to find qibla anymore. It is hard for me during travel.",rq3
3b79d76a-d476-4d59-ab86-801abb4ae1d7,Muslim Pro: Quran Athan Prayer,2,2022-05-09 07:33:04,It's not accurate at certain areas while traveling!!! Acting up sometimes,rq3
f3818522-6102-487b-bf72-3735feeb6ba5,Muslim Pro: Quran Athan Prayer,3,2020-08-17 14:44:00,"Hey, I've been using this app for months, i didn't get the problems till today i used the Qur'an. It has wrong fatha, qasrha, and damha sometimes so it confuses me. Please fix it. Thanks",rq3
cc9a569f-2447-48a1-9c2d-ad7b9456cdf1,Muslim Pro: Quran Athan Prayer,3,2020-05-17 12:47:20,"The only problem i face or have seen is that, some of the verses in Quran are incorrect like not the verse its the dama, qasra and fatha are not correct. I would like you to fix this please!",rq3
41767335-82c7-4428-8bd9-d8f54d2e04da,Muslim Pro: Quran Athan Prayer,3,2020-05-01 09:29:00,"PLZZ update azaan timing and qibla direction...!! It's not showing accurate..!! Azaan timing is very different from original timing, I am musafir, sailing around the world...at different countries. So need kibla direction and azaan timing. Thnxs in advance.",rq3
a8963fc8-2287-4d18-8c95-6655f62fb458,Muslim Pro: Quran Athan Prayer,4,2020-01-13 06:40:05,"I've sent email some two months ago, still no response. I bought this app because of offline city selection, which was handy when travelling on plane or in different countries without Internet. Also, past selected cities must be remembered. I need response before I delete your app and ask for refund.",rq3
