reviewId,app_name,score,at,quote,rq
86456207-00ba-4afe-9892-fe74ec962ec9,Athan: Prayer Times & Al Quran,1,2026-07-18 09:45:51,"Too many ads. You have to wait 10 seconds to skip an ad, just to check how much time remains till fajr or till sunrise. Truly shameful how the developers obsessively prioritise maximising their profits on an Islamic application. Many of the ads contain Western women, obviously not covered properly",rq4
ffcccbf3-dbc6-412f-9472-a99f3c15220a,Athan: Prayer Times & Al Quran,4,2026-05-31 16:26:28,The only complaint I have is: when I turn on menstrual mode it doesn't turn off the prayers as it promises to do. Please fix it,rq4
5f46f76e-88df-4575-88f2-eb448a960309,Athan: Prayer Times & Al Quran,2,2026-04-05 17:25:39,"This app used to be excellent. Now it's full of ads, many that are not appropriate for an islamic app. I see ads for fashion brands with women wearing revealing dresses on Athan!! WHY?? Also, the ads go off suddenly and the sound blares in the middle of the masjid when I open the app to check prayer times. I will be uninstalling this app as soon as I find a good replacement.",rq4
4c441560-a3c0-4187-a709-851ad30fb348,Athan: Prayer Times & Al Quran,2,2026-03-09 17:32:51,"Obnoxious ads every time I open the app just to see the azaan time. Also, getting a ""how's the mood swing going?"" from an Adhan app when I had menstrual option on, was annoying to see.",rq4
d19468bf-916d-4090-8f79-cf4af4bb7e6a,Athan: Prayer Times & Al Quran,5,2026-03-08 18:40:12,"""I am writing to share feedback regarding [App Name]. While I truly value the app’s features—specifically the prayer timings, the Quran recitations, and the wide range of translations—there is a significant issue with the user interface. Currently, the commercial profile/opening imagery features a female picture that many users find unsuitable and inconsistent with the spiritual nature of a religious app. This type of imagery feels out of place in a tool designed for ibada",rq4
e5736ea7-9b9b-4042-8dbe-95a387111ed2,Athan: Prayer Times & Al Quran,1,2026-01-01 07:26:43,"The athan app contains haraam ads which contain music, uncovered female awrah and interest based banks. Please fear Allaah",rq4
92e9afec-ec89-4bf8-95f8-552afe5543b9,Athan: Prayer Times & Al Quran,1,2025-12-12 17:38:53,"I'm sorry but running ads while someone is trying to read duas is just stupid. im sitting in a mosque, and pictures of unknown women starts to appear in the ads. It's sinful astaghfirullah.",rq4
8c9bf3a5-7912-4232-a0c3-be78a5e3ff43,Athan: Prayer Times & Al Quran,1,2025-10-14 02:19:54,"why do almost all of these app devs for Muslim apps have ads? they show women in the ads and you cannot control what they choose to show. To the devs, don't be shameless, put a donation link and I'm sure Muslims would donate. Do not sell out your religion for ad revenue from shayateen. have some dignity and honor.",rq4
747500df-06f6-4ac4-86bf-adaa82789e1b,Athan: Prayer Times & Al Quran,3,2025-09-11 22:02:17,"used to love the app. not a fan of the update, or having to make a profile to see my history. can't find menstrual mode. Looking for something else now. such a shame because it used to be pretty much perfect",rq4
59359c8c-7b51-44a5-b5b5-1adcce80e838,Athan: Prayer Times & Al Quran,1,2025-08-29 16:13:12,The new interface after the last few updates is really horrible. It was much much simpler and prayers logs were there easy to view and organized with the prayers. Whoever designed the last few major design updates really ruined the application till the point that I am considering to delete. The most important thing which gave this application it's edge for me was the prayer logs and now that has been kept in a way that is really not easy to track or view. Also there are haram 18+ ads of women.,rq4
ef7205b9-1b46-4b8c-9020-ace5b8654395,Athan: Prayer Times & Al Quran,1,2025-04-02 11:33:53,your application shows ads that show women's awrah. If you want to run ads then at least make sure to filter through them before green lighting them or find another way to make money. 1 star until something is changed,rq4
7c255834-fa52-4e2e-bf7a-4f875e4c4f9b,Athan: Prayer Times & Al Quran,4,2025-03-26 06:46:42,"Every time I click on a feature, there is an ad that pops up. It is okay, but do you know which kind of ad is popping up? It is a haram ad, it is always a woman and music. Woman with showing all her awra and music in the background. The money you make is haram too due to the haram ad. We shouldn't follow our desires. If you don't know about the ad, please check it out and remove it. JZK",rq4
c794c0ee-173f-491d-beb3-75401ae114ad,Athan: Prayer Times & Al Quran,1,2025-03-08 05:04:30,"Unfortunately, as Google Ads are haram. In ads, women appear with bare dresses, which is not good. I recommend you remove the ads & keep just the subscription model. -4 star for Ads",rq4
3fa443fb-b8d4-4363-8d95-7c9c5f3fdd5e,Athan: Prayer Times & Al Quran,5,2025-03-04 01:05:37,"The app is truly beneficial, although I have faced a problem with it during the menstrual days - it mutes the prayer for the same but fasts during the Ramadan are not. As we all know, women don't fast when they're on their periods. Even though I am on my period during the day, it still shows the fast on the goals list of the day. Hope u get what I mean to say. I think that during these days , fasts are also muted with that pink heart , just like prayer times.",rq4
5408bea5-87db-407c-a48e-5baeb2898aa2,Athan: Prayer Times & Al Quran,1,2025-01-30 21:09:16,"Has haram advertisements of women cloths and beauty products, 0 stars",rq4
