reviewId,app_name,score,at,quote,rq
b6972938-ec8b-4b49-be74-884be04dfe07,Athan: Prayer Times & Al Quran,1,2026-08-05 08:39:39,Was willing to give it 5 stars but recent update started showing an ad banner at the bottom in the Quran tab which hinders one's ability follow thoroughly the Quranic verses. Mind you I have an active yearly subscription woth them so why are they advertising one of thier own apps to me? Following through this issue the banner forces you to click it accidentally because of how big it is and how easily your finger slips on it when scrolling. Installing thier ad won't even make it go away.,rq5
21f44694-6de3-4a63-bcf5-824d144706de,Athan: Prayer Times & Al Quran,5,2026-08-01 02:49:53,THE BIGGEST PEOBLEM IS WHEN I AM READING QURAN AND ADS POP ABOUT NETFLIX ROMANTIC SERIES?!.... I MEAN WHY DO YOU NEED TO PUT ON ADS ON SOMETHING ISLAMIC.... WHY ?! GOOD DEEDS WITH SIN..... I AM GIVING 5 STARS SO EVERYONE CAN SEE THE PROBLEM... IF I GIVE 1 STAR THE PROBLEM WONT BE VISIBLE !!,rq5
7593a088-fa44-47bd-90f6-f0dac0a1430e,Athan: Prayer Times & Al Quran,4,2026-05-28 04:43:29,"Good app; but... Can't stop playing Athan. App's widget only shows prayer timings. If widget can also show Location, and Islamic and Gregorian dates then that would be great. Also, widget's fonts are small and hard to read. Plus, colour theme is not good. App's interface is very cluttered and confusing. There is no option available to adjust Sunrise or Qiyaam times, but prayer times can be adjusted. Finally, too many ads, especially fullscreen ones.",rq5
315e102b-2de9-4b7a-a644-4d44d600b81e,Athan: Prayer Times & Al Quran,1,2026-05-15 22:49:40,"There is a big mistake in your Quran reading section for Exp: Surah Waaqia, Verse 23. Your app requires a recheck.",rq5
381f3b12-8891-4458-8b95-d41e70a8abde,Athan: Prayer Times & Al Quran,1,2026-04-12 09:35:16,Disappointed due to ads of songs. ap ne ads chalane hen to simple b chala sakty hen. app open kro song shuru ho jata hy. Quran ki behurmati hy. need improvement.,rq5
6e297e98-bac7-4a90-8fc8-1b9c165df85d,Athan: Prayer Times & Al Quran,4,2025-11-27 12:02:25,"The Dua font is too small, kindly provide a way to enlarge.",rq5
2f332bd7-d997-47a9-b23f-991a4af51d91,Athan: Prayer Times & Al Quran,4,2025-11-07 10:51:04,"Widget takes up too much space, [5×2], but displays information only in [4×1]. Remaining blocks are blank, unusable for other apps, just hogging space. Otherwise, good app, used daily. Has more than timetables which for me is just unimportant clutter.",rq5
0dbbb6b7-d755-48b0-af64-eccb94855c0b,Athan: Prayer Times & Al Quran,3,2025-11-02 21:40:31,Overall an easy and simple prayer tracking app. Just don't sync your Google calender as it has totally messed up and added hundreds of entries.,rq5
7fe3187a-bdf9-435c-a889-92ac7dcd3323,Athan: Prayer Times & Al Quran,3,2025-09-26 17:31:26,"The biggest drawback of this app is, it doesn't take into account the Forbidden times. Like the 12-15 mins after Asr prayer. It's bad. Technically yes, the time for Maghrib is correct, but when it's showing prayer times, it should show how much time is remaining!",rq5
1c6407eb-33db-4c35-8bc8-f1133e1290a8,Athan: Prayer Times & Al Quran,1,2025-08-30 18:32:10,terrible terrible (riddled with ads and cluttered interface),rq5
9c7a6bd8-b752-4845-adf8-4eabfd50ca22,iQIBLA Life,1,2026-08-16 10:54:01,الخاتم لا يعمل بعد استعمال شهر واحد الموضوع محبط جدا الشاشة لا تعمل منتج غالي بدون اي فايدة,rq5
04f773bc-366a-41f6-bedf-09a4d4524f2e,iQIBLA Life,1,2026-08-09 02:12:15,I can't find the add device option?Please help,rq5
4bf9dfda-7307-4605-a39a-a04c01fd7d45,iQIBLA Life,3,2026-08-08 17:16:29,"The biggest issue here is that it takes a long time to connect; ideally, it should connect automatically whenever it comes near the mobile. Additionally, there should be an alarm feature allowing us to set custom alarms—so it vibrates to wake us up at a specific time—and the ability to configure multiple, different alarms. You really should customize it to include these options.",rq5
be0dfdee-38c4-4197-b245-6f7479d39a23,iQIBLA Life,1,2026-08-04 14:36:43,app is not user friendly. often face problems of ring connectivity and staff handling the problems is very incompetent and highly unprofessional,rq5
c9c9d381-1355-4e8f-87b0-40cfa00e42d8,iQIBLA Life,4,2026-08-01 16:34:07,The only problem is that the adhan times are not accurate.,rq5
