reviewId,app_name,score,at,quote,rq
5353224c-bd41-4dd1-8ae8-69b7c12e1685,Athan: Prayer Times & Al Quran,5,2026-06-12 05:32:33,"Jazakumullaahu khayran wa Barakallahu feekum. May Allāh Subhanahu wa Ta'ala grant rewards you all thousand folds for this effort. The most thing I love this app is that you can set up your ibadah as a daily goal. And if you couldn't make it all, you always feel guilty thinking that you didn't make ibadah that whole day. Alhamdulillāh it increases you're Taqwah to Allāh azzawajal. It encourage and motivate you in consistency for your Ibadah.",rq1
2a2d21f7-add8-44a7-bbdc-b338555243fa,Athan: Prayer Times & Al Quran,5,2023-01-17 22:21:43,"The most amazing Islamic app to exist. It keeps track of your finished prayers and you can't just click on the ""tick"" without praying as Allah is watching. You will feel too guilty to click 'done' without actually praying. Fell in love with this app. It is helping me become a better Muslim. I highly recommend!",rq1
dea0ec8f-6373-4c31-bdc6-3f4b4ac3a16b,Athan: Prayer Times & Al Quran,5,2021-04-08 15:01:45,"I love the app. My everyday friend who reminds me to pray, and makes sure that I feel guilty if I don't I recommend to everyone who wants to start praying, or keep the habit in a consistent manner!",rq1
53cc1cab-1b1d-47b6-982d-2d91fcac496c,Athan: Prayer Times & Al Quran,2,2020-06-09 03:37:02,I'm checking for dua or checking my prayer log and guess what??? Some erotic adds pop up and then I have to do odhu again. This app contains Holy Quran and also let those profanities pop up. Shame,rq1
b3ab50f6-434f-4300-b2d8-965c8ad89b6e,Athan: Prayer Times & Al Quran,5,2019-09-13 17:11:36,I love how it reminds me of my prayers and send you a Notification..sometimes if I am lazy and don't pray on time when their mssg pops up you feel guilty you missed prayers and hurry up to pray..and it's very convenient when you travel as it tells you when it's the time to pray ..Thank you for creating this app,rq1
28c509c0-2ba6-44be-8047-74643b2caf25,Athan: Prayer Times & Al Quran,5,2019-01-13 05:57:34,"it's inspire me a lot to take salat timely, its reminder me & i fell guilty when i missed my daily prayer, when it says ""You r doing great, keep praying"" felling good. Alhamdulillah for everything.",rq1
fae67fc0-7870-4600-963b-245049a88278,Athan: Prayer Times & Al Quran,2,2018-06-08 19:37:28,"Where is the customer support?! I installed this app based on positive reviews. It has some nice features, and I had PAID to add the different Athans to the app. It doesn't let me change anything from the app settings -> notifications -> notification types -> athan selection -> takbeer. Where are the athans I had paid you for? Reboot, log out, log in, nothing. I've sent you now THREE EMAILS asking for assistance, and not one response. Shame on you. Either refund my money, or give me what I had paid for. Shame on you.",rq1
e2c90044-b906-4319-b589-ce0c36fd5857,Athan: Prayer Times & Al Quran,5,2017-06-13 03:39:05,"Beautiful call to prayer ! Helps keep me constant reminded to stay on m seen and is a perfect assistant to the self accusing sport when prayer is missed ! Having anxiety ,prayer is the only cure ! All praise is due to Allah.I thank Allah for guiding me to Islam through the Honorable Elijah Muhammad & Minister Farrakhan !",rq1
07a16dd7-69de-4259-9c12-184f1dcf6a45,Athan: Prayer Times & Al Quran,5,2026-07-28 17:13:32,Aslmz ummah if you want to feel spiritual uplifted download this app it will always keep you on track on deen very helpful,rq1
3d85b8cb-79ff-4c1a-9a7d-1e286fba9caa,Athan: Prayer Times & Al Quran,5,2026-07-09 08:03:52,the goals are very helpful at allowing me to keep track and be consistent. allah subhannahu wa ta ala loves the deeds that are consistent. may allah subhaanahu wa ta ala accept from us all. ameen,rq1
9ae593e5-5af8-421c-b11a-791548cf7be5,Athan: Prayer Times & Al Quran,5,2026-07-02 05:42:21,very good app it's goals will make you more discipline and consistent Musalman,rq1
c26dcef7-1362-44dd-8961-f0117cb9884f,Athan: Prayer Times & Al Quran,5,2026-06-18 15:51:30,"I really enjoy using this app every day for my prayers and daily dhikr. The encouragement and progress reminders help me stay motivated and consistent. One feature I'd love to see is the ability to continue Ramadan goals throughout the year and track missed fasting days so we can tick them off as they're completed. Overall, a wonderful app that has become part of my daily routine. JazakAllah Khair!",rq1
5353224c-bd41-4dd1-8ae8-69b7c12e1685,Athan: Prayer Times & Al Quran,5,2026-06-12 05:32:33,"Jazakumullaahu khayran wa Barakallahu feekum. May Allāh Subhanahu wa Ta'ala grant rewards you all thousand folds for this effort. The most thing I love this app is that you can set up your ibadah as a daily goal. And if you couldn't make it all, you always feel guilty thinking that you didn't make ibadah that whole day. Alhamdulillāh it increases you're Taqwah to Allāh azzawajal. It encourage and motivate you in consistency for your Ibadah.",rq1
a678a62f-2902-4ae0-a927-b2855ec6d9ef,Athan: Prayer Times & Al Quran,5,2026-03-01 21:49:14,"it's a nice app for a beginner Muslim, it also track your prayer so you have motivation to pray next but also a thing to remember never ever feel proud on how much you pray we can never pray Allah as much as he deserve",rq1
0d25e479-00ed-4f5c-a7f2-8908c6bf10cf,Athan: Prayer Times & Al Quran,5,2026-02-18 11:20:45,Alhamdulillah! Very helpful App for keeping record of spiritual activity. Thank you.,rq1
