reviewId,app_name,predicted_aspect,triggering_sentence,predicted_sentiment,match_method,is_request,score,gold_aspect_correct,gold_aspect_true,gold_sentiment,gold_is_request,annotator,content_en
9221d278-7f49-4be1-9ef6-84ecb06d7b7f,Muslim Pro: Quran Athan Prayer,adhkar,Jazak Allahu Khayran team Muslim Pro!,Positive,zero-shot,FALSE,5,0,,Positive,0,,
b5305cab-ac84-407c-851b-5d32a007b07a,Muslim Pro: Quran Athan Prayer,adhkar,"Very beneficial app, only thing i would suggest is being able to add duas to favorites so its quiker to access.",,lexicon,TRUE,5,1,,Negative,1,,
f558451f-0025-4075-938c-47fb9d0beb3d,Muslim Bangla Quran Hadith Dua,adhkar,Jazakallahu Khairan for the developers team.,Positive,zero-shot,FALSE,5,0,,Positive,0,,
ebbfc4de-7bca-4eca-80d6-324864d70bf1,Prayer Times - Qibla & Namaz,adhkar,Dawate islami teri dhoom machi that,Negative,zero-shot,FALSE,5,0,,Positive,0,,
46e39d7a-bdd8-489e-b02f-a17d5eb66112,Muslim Pro: Quran Athan Prayer,adhkar,And wake up and sleep Duaas!!,Positive,zero-shot,FALSE,5,1,,Neutral,1,,
4a2a6499-dc04-4041-ac06-8c4da5333334,Muslim Pro: Quran Athan Prayer,adhkar,"Always up to date , especially during the Holy Month of Ramadan the supplication helps a lot.",Positive,lexicon,FALSE,5,1,,Positive,0,,
c8a1da97-b75d-48ff-80d6-8778481519fe,Muslim Pro: Quran Athan Prayer,adhkar,Jazak Allah Khair,Positive,zero-shot,FALSE,5,0,,Positive,0,,
a5276571-c4e9-4d02-b083-0cf62a88fb08,IslamApp: Prayer times & Athan,adhkar,Al Hamdu Lillah Rabbil Alamin,Positive,zero-shot,FALSE,5,0,,Neutral,0,,
4ab5ab21-9037-4052-8deb-d49764e334dc,Muslim Pro: Quran Athan Prayer,adhkar,"My only problem is in dua section there is ""At times of Amazement Dua"" and you wrote Subhaanallah.",Negative,lexicon,FALSE,3,1,,Negative,0,,
b3dcb402-7586-4b89-9851-64db83983dba,Muslim Pro: Quran Athan Prayer,adhkar,Assalamualaikum wa Rahmatullah...,Positive,zero-shot,FALSE,2,0,,Neutral,0,,
4d5b1d08-7b18-4365-80ad-b5a96dbd935c,Prayer Times - Qibla & Salah,adhkar,Shams Ul Deen Islam.,Negative,zero-shot,FALSE,5,0,,Neutral,0,,
cbe9337f-2f7e-4b7e-93ae-2f2f4cbc150d,Muslim Pro: Quran Athan Prayer,ads_intrusive,Ads don't let you find easily.,Negative,lexicon,FALSE,3,1,,Negative,0,,
20c43a5e-9724-4901-88cc-5f67dab24ec1,Muslim Pro: Quran Athan Prayer,ads_intrusive,"Smooth and perfect ,my Muslim brothers and sisters please download this app it's just awesome and has everything you need and it doesn't have errors and lesser ads comparing other apps, just perfect and the compass it smooth",Positive,lexicon,FALSE,5,1,,Positive,0,,
6096ed85-9482-48a4-bc9a-e7b81a6da492,Prayer Times - Qibla & Namaz,ads_intrusive,Using it for around 3 yrs and it's really helpful and also it's without ads,Positive,lexicon,FALSE,5,1,,Positive,0,,
f0ef5c68-d8a9-4db4-be7b-cd068d476dde,صلاتك Salatuk (Prayer time),ads_intrusive,It's a good app MashAllah...and the best part is that there are no ads.,Positive,lexicon,FALSE,5,1,,Positive,0,,
38228177-7281-4dd0-834a-503dc3c40f9f,Athan: Prayer Times & Al Quran,ads_intrusive,But the ads are too much especially when my cellular network is switched on,Negative,lexicon,FALSE,5,1,,Negative,0,,
2a28db61-5e2a-4b10-ae5a-cc11a54dca2e,Muslim Pro: Quran Athan Prayer,ads_intrusive,good yet still too much ads,Negative,lexicon,FALSE,4,1,,Negative,0,,
3526d64c-d9b5-4818-830f-68ab1d0e3a48,Muslim Pro: Quran Athan Prayer,ads_intrusive,They exploit Islam for the embassy and advertising,Negative,lexicon,FALSE,1,1,,Negative,0,,
c32d2574-ea66-48a4-9d1b-fed1cdd0ae88,Muslim Pro: Quran Athan Prayer,ads_intrusive,It's a shame that in the last 2 years or so they haven't been rigorous in their ad restriction.,Negative,lexicon,FALSE,2,1,,Negative,0,,
b4ba06da-eec2-4543-85e1-9ded8d6731d4,Muslim Pro: Quran Athan Prayer,ads_intrusive,"So many ads , mostly entertainment industry .",Neutral,lexicon,FALSE,1,1,,Negative,0,,
b31357c4-fdf5-4ea8-8db3-da82e21b191b,Muslim Pro: Quran Athan Prayer,ads_intrusive,"I know you need ads for the profit purpose but it is really disheartening to see ads of 18+ apps on your app. || I was reading Quran and suddenly the ad of Tami Pro came, it is disgusting.",Negative,lexicon,FALSE,3,1,,Negative,0,,
bc241152-66ee-42f3-982e-9974b1a39e3e,Muslim Pro: Quran Athan Prayer,ads_intrusive,"Some of the ads are deceptive and once you subscribe to any of their services or other apps,it is diffucult to unsubscribe",Negative,lexicon,FALSE,3,1,,Negative,0,,
d0a687c9-06ba-4d56-b33f-3472e98ad939,iPray: Prayer Times & Qibla,calc_method,And thank you for not forcing the bedha of 18°&15° for fajr calculation on us.,Negative,lexicon,FALSE,5,1,,Positive,0,,And thank you for not forcing the bedha of 18°&15° for fajr calculation on us.
beeb95c7-bbcf-490f-a7b8-796ad2ef8bde,Pillars: Prayer Times & Qibla,calc_method,How come there isnt a prayer calculation method for KSA i.e. method based on Ummul Qura?,Neutral,lexicon,FALSE,4,1,,Neutral,0,,
e51c8284-505b-4200-97f9-35782dd6caf7,Athan: Prayer Times & Al Quran,calc_method,.thank you for the developpers for this since most of Europe are praying aishaa before time ...thank you again your timetable is very accurate with Muslim world league.,Positive,lexicon,FALSE,5,1,,Positive,0,,
278b2f74-332f-4645-9571-7a2029d7ae80,Prayer Times - Qibla & Namaz,calc_method,This could be a bug in calculation of prayer timing or issue in calculation model.,Negative,lexicon,FALSE,4,1,,Negative,0,,
da04d410-68c9-4995-989b-7d18b6169ff0,Muslim Pro: Quran Athan Prayer,calc_method,"Depuis le changement d'heure, j'ai un décalage d' 1h (+1h) sur les heures de prières malgré que j'ai paramétré mon téléphone en mode automatique.",Negative,zero-shot,FALSE,1,0,prayer_times_accuracy,Negative,0,,"Since the time change, I have a delay of 1 hour (+1 hour) in prayer times even though I have set my phone to automatic mode."
482b0d06-d8f5-4bcd-b1d5-a365817f011e,"Sajda: Prayer Times, Quran",calc_method,assalamualaikum_warahmatullahi_wabarakatuh I think I've found a bug: when I choose hanafi asr calculation method it says 14:45 but when I choose other ones it says 14:50,Negative,lexicon,FALSE,5,1,,Negative,0,,
bc4f0d9e-c48a-4af4-929c-9213ff64d218,Athan: Prayer Times & Al Quran,calc_method,In website it's showing 5.29 for Bangalore where as in the app it's 5.13 with Karachi method.,Neutral,lexicon,FALSE,5,1,,Negative,0,,
8a651c7f-75da-4b74-857d-b0a057560bf8,Pillars: Prayer Times & Qibla,calc_method,Calculation method in Indonesian please,Neutral,lexicon,FALSE,5,1,,Neutral,1,,
ada49f35-d498-4d03-88d8-a2982ed4c877,صلاتك Salatuk (Prayer time),calc_method,"It's such a great feature to auto detect the city you're in and change prayer times automatically, however I'm giving the app a one star rating only because it disregard some Muslim sects and does not support their prayer time nor the calculation method.",Positive,lexicon,FALSE,1,1,,Mixed,0,,
a9912bd6-12f8-4983-bccd-deb082c5c1e2,Muslim Pro: Quran Athan Prayer,calc_method,"And during this last Ramadan, it changed the default calculation method or something and fajr jumped to 20 minutes earlier.",Neutral,lexicon,FALSE,2,1,,Negative,0,,
eac75749-68cc-4ae1-bb9e-6b80e1293b38,صلاتك Salatuk (Prayer time),calc_method,"Thank you for your efforts but It's the best to put the Egyptian athan ,, like abdulbaset abdulsamad athan",Positive,lexicon,FALSE,3,0,reminders_adhan,Neutral,1,,
5cc030cf-c9f2-4d84-9855-f5989a8e95d2,Muslim Pro: Quran Athan Prayer,calendar_sync,Make me always remember the praying time,Positive,zero-shot,FALSE,3,0,prayer_times_accuracy,Positive,0,,
26189cbf-0ed1-4e4a-befd-98fa5563c5d6,Pillars: Prayer Times & Qibla,calendar_sync,but plz add islamic calendar in app.,,lexicon,TRUE,5,0,,Neutral,0,,
205317ed-c082-474a-9279-3cff78a943e2,"Prayer Time, Azan Alarm, Qibla",calendar_sync,so helpful in reminding time for prayers,Positive,zero-shot,FALSE,5,0,reminders_adhan,Positive,0,,
9220ee8f-428c-426e-b78d-c5762c934f6f,Athan: Prayer Times & Al Quran,calendar_sync,Making me on time with my prayers,Positive,zero-shot,FALSE,5,0,reminders_adhan,Positive,0,,
27749b84-b870-4958-b0bd-f7db08b4b4dc,Prayer Times - Qibla & Namaz,calendar_sync,How can we change islamic date in this app.,Neutral,zero-shot,FALSE,2,0,,Neutral,0,,
dab409d4-c142-41a6-b4b9-a680f623a5b1,Muslim Pro: Quran Athan Prayer,calendar_sync,good app only problem quoran and khatam don't sync .,Negative,lexicon,FALSE,4,0,quran_audio,Negative,0,,
de1f93bc-7307-464b-bb49-7738881abbed,Muslim Pro: Quran Athan Prayer,calendar_sync,While reciting the Quran in some places there is a non sync between audio & video.,Negative,lexicon,FALSE,5,0,quran_audio,Negative,0,,
2d15ccee-2258-481f-be7f-62bdb43a8030,Muslim Pro: Quran Athan Prayer,calendar_sync,Its help me to know our times of prayer to be on the time.,Positive,zero-shot,FALSE,5,0,reminders_adhan,Positive,0,,
abb49aab-56b8-4c9c-aa0c-fa5e63f93b8d,صلاتك Salatuk (Prayer time),calendar_sync,1 Request : To add Islamic events calendar notification.,,lexicon,TRUE,5,0,,Neutral,0,,
56a8ca4e-cc95-435b-a81b-08fcaa10ecfb,صلاتك Salatuk (Prayer time),calendar_sync,Include an option to view calendar with salat times.,Neutral,zero-shot,FALSE,2,0,table_format,Neutral,0,,
7cd2a4eb-4342-44f2-baf2-cd496b4df45b,صلاتك Salatuk (Prayer time),calendar_sync,It's help me and remember me for the prayers time,Positive,zero-shot,FALSE,5,0,reminders_adhan,Positive,0,,
568476c8-712b-47ae-8f83-0474259062bf,Muslim Pro: Quran Athan Prayer,companion_hardware,"This is very new and unusual, could please look into this.",Neutral,zero-shot,FALSE,4,0,,Positive,0,,
9324a080-9e46-4b9b-9a0f-6bf3e1b59431,iQIBLA Life,companion_hardware,Had to rebind my ring.,Negative,lexicon,FALSE,4,1,,Negative,0,,
fa72699e-9c44-4578-94c8-c9d8cd70ef37,Muslim Pro: Quran Athan Prayer,companion_hardware,This is are best friends.,Positive,zero-shot,FALSE,5,0,,Positive,0,,
bf02851f-7a68-4524-8fa0-2e82aa92b820,Muslim Pro: Quran Athan Prayer,companion_hardware,But why can't I restore my data from my old device to the new one??,Negative,lexicon,FALSE,3,0,privacy_data,Negative,0,,
06f382a5-f4d1-4a2f-a7b1-98782b677a18,Prayer Times - Qibla & Salah,companion_hardware,I love it!,Positive,zero-shot,FALSE,5,0,,Positive,0,,
e4b27f0c-0ce4-4577-b0d2-3976f7627633,iQIBLA Life,companion_hardware,Bluetooth ok but sometimes it's difficult to connect.,Negative,lexicon,FALSE,5,1,,Mixed,0,,
b4eedd6c-43cd-4b5b-bec0-b0457060ca16,صلاتك Salatuk (Prayer time),companion_hardware,"ادق تطبيق في حساب الصلاة حتى اني اشتريته على متجر ابل اتمنى ان يكون هناك تطبيق للساعات الذكية Wear os, Watch OS ولكم الاجر ان شاء الله يا ريت لو نشوف دعم للNow Bar على نظام One Ui 7",Positive,lexicon,FALSE,5,0,prayer_times_accuracy,Positive,1,,"The most accurate application for calculating prayer, I even bought it on the Apple Store. I hope there is an application for smart watches, Wear OS, Watch OS, and you will be rewarded, God willing. I hope we see support for the Now Bar on the One Ui 7 system."
a1288647-e336-4c05-aeda-29ff5e2a8381,Athan: Prayer Times & Al Quran,companion_hardware,It helps me to focus,Positive,zero-shot,FALSE,5,0,spiritual_affect,Positive,0,,
66a2c0b9-ddfd-4878-9b2c-10e03bf5f2eb,Athan: Prayer Times & Al Quran,companion_hardware,I love it me and my husband have it and its so helpful thank you,Positive,zero-shot,FALSE,5,0,,Positive,0,,
fbb39020-891f-4def-a94c-839ccb5fc9c5,Muslim Pro: Quran Athan Prayer,companion_hardware,Seems qiblat direction not responsive with device,Negative,lexicon,FALSE,4,0,qibla,Negative,0,,
b58c3019-049d-4536-961d-67e6e40ce13d,Muslim Pro: Quran Athan Prayer,companion_hardware,Please include the Kalimas.,Neutral,zero-shot,FALSE,5,0,,Neutral,0,,
a636b1c6-91c4-4956-81fb-42cb0e882c4a,Prayer Times - Qibla & Namaz,complexity_bloat,"Everything is very good in this… Everything is perfect, but I think you should add different language options, like Roman English or simple English, for the translation of Hadith and the Qur'an....",,lexicon,TRUE,5,0,,Positive,1,,"Everything is very good in this… Everything is perfect, but I think you should add different language options, like Roman English or simple English, for the translation of Hadith and the Qur'an...."
7e23a4e8-ecb9-4d25-be18-10c53830bc7e,Athan: Prayer Times & Al Quran,complexity_bloat,"I've recommended this app to my friends and family to download, they love it, and I will continue to tell people about it, before I came across this app, I've download some couple of apps which is so complicated i had to delete all of them.",Positive,lexicon,FALSE,5,1,,Positive,0,,
0fe42d6c-e1b3-422f-b77b-c5e1574ef744,Deen - Islamic App,complexity_bloat,"It’s simple to use, with a clean, clutter-free interface and no annoying pop-ups.",Positive,lexicon,FALSE,5,1,,Positive,0,,"It’s simple to use, with a clean, clutter-free interface and no annoying pop-ups."
cf987c7a-5f22-43db-99bf-50eee27724fd,Athan: Prayer Times & Al Quran,complexity_bloat,Useless app packed with tons of adds,Negative,zero-shot,FALSE,1,0,ads_intrusive,Negative,0,,
